# @source="réseau Sentinelles, INSERM, Sorbonne Université, http://www.sentiweb.fr", @meta={"period":[199049,201842],"geo":["PAY","1"],"geo_ref":"insee","indicator":"7","type":"all","conf_int":true,"compact":false}, @date=2018-10-29T17:16:15+01:00
week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
199734,7,6971,2145,11797,12,4,20,FR,France
199733,7,11167,5245,17089,19,9,29,FR,France
199732,7,12349,6916,17782,21,12,30,FR,France
199731,7,13276,8068,18484,23,14,32,FR,France
199730,7,16463,10419,22507,28,18,38,FR,France
199729,7,12458,6536,18380,21,11,31,FR,France
199728,7,14155,8553,19757,24,14,34,FR,France
199727,7,16611,11473,21749,29,20,38,FR,France
199726,7,14303,10203,18403,25,18,32,FR,France
199725,7,11562,7487,15637,20,13,27,FR,France
199724,7,20722,15143,26301,36,26,46,FR,France
199723,7,11958,8064,15852,21,14,28,FR,France
199722,7,19175,14023,24327,33,24,42,FR,France
199721,7,15933,11074,20792,27,19,35,FR,France
199720,7,16512,11798,21226,28,20,36,FR,France
199719,7,14490,10231,18749,25,18,32,FR,France
199718,7,14033,9863,18203,24,17,31,FR,France
199717,7,17029,12579,21479,29,21,37,FR,France
199716,7,14686,10709,18663,25,18,32,FR,France
199715,7,19100,14311,23889,33,25,41,FR,France
199714,7,17746,13153,22339,31,23,39,FR,France
199713,7,17384,12873,21895,30,22,38,FR,France
199712,7,13589,9321,17857,23,16,30,FR,France
199711,7,16033,11789,20277,28,21,35,FR,France
199710,7,12351,8688,16014,21,15,27,FR,France
199709,7,16809,12329,21289,29,21,37,FR,France
199708,7,9660,6429,12891,17,11,23,FR,France
199707,7,16751,12377,21125,29,21,37,FR,France
199706,7,17151,13029,21273,30,23,37,FR,France
199705,7,12543,9128,15958,22,16,28,FR,France
199704,7,14475,10891,18059,25,19,31,FR,France
199703,7,12135,8727,15543,21,15,27,FR,France
199702,7,15541,11574,19508,27,20,34,FR,France
199701,7,14432,10701,18163,25,19,31,FR,France
199652,7,15556,11735,19377,27,20,34,FR,France
199651,7,14038,10500,17576,24,18,30,FR,France
199650,7,14236,10857,17615,25,19,31,FR,France
199649,7,10776,7924,13628,19,14,24,FR,France
199648,7,7489,4949,10029,13,9,17,FR,France
199647,7,11826,8573,15079,20,14,26,FR,France
199646,7,10269,7201,13337,18,13,23,FR,France
199645,7,17313,12967,21659,30,22,38,FR,France
199644,7,12095,8643,15547,21,15,27,FR,France
199643,7,14958,10739,19177,26,19,33,FR,France
199642,7,14106,10196,18016,24,17,31,FR,France
199641,7,10302,6968,13636,18,12,24,FR,France
199640,7,9514,5990,13038,16,10,22,FR,France
199639,7,6376,3651,9101,11,6,16,FR,France
199638,7,3835,1587,6083,7,3,11,FR,France
199637,7,2746,1100,4392,5,2,8,FR,France
199636,7,4577,2320,6834,8,4,12,FR,France
199635,7,2624,902,4346,5,2,8,FR,France
199634,7,6280,3139,9421,11,6,16,FR,France
199633,7,10194,5347,15041,18,10,26,FR,France
199632,7,10116,5942,14290,17,10,24,FR,France
199631,7,14292,9640,18944,25,17,33,FR,France
199630,7,20862,14786,26938,36,26,46,FR,France
199629,7,17243,12463,22023,30,22,38,FR,France
199628,7,16021,11796,20246,28,21,35,FR,France
199627,7,19880,14406,25354,34,25,43,FR,France
199626,7,12565,8783,16347,22,15,29,FR,France
199625,7,19360,14570,24150,33,25,41,FR,France
199624,7,20778,15610,25946,36,27,45,FR,France
199623,7,17991,13162,22820,31,23,39,FR,France
199622,7,18294,13971,22617,32,25,39,FR,France
199621,7,14000,10136,17864,24,17,31,FR,France
199620,7,16598,12361,20835,29,22,36,FR,France
199619,7,11710,8148,15272,20,14,26,FR,France
199618,7,12140,8325,15955,21,14,28,FR,France
199617,7,17984,13059,22909,31,22,40,FR,France
199616,7,10796,7250,14342,19,13,25,FR,France
199615,7,12766,9101,16431,22,16,28,FR,France
199614,7,14952,10656,19248,26,19,33,FR,France
199613,7,12861,9266,16456,22,16,28,FR,France
199612,7,11592,8202,14982,20,14,26,FR,France
199611,7,15991,12026,19956,28,21,35,FR,France
199610,7,13551,9873,17229,23,17,29,FR,France
199609,7,9737,6799,12675,17,12,22,FR,France
199608,7,11835,8569,15101,20,14,26,FR,France
199607,7,9296,6455,12137,16,11,21,FR,France
199606,7,11330,8078,14582,20,14,26,FR,France
199605,7,10249,7092,13406,18,13,23,FR,France
199604,7,9004,6336,11672,16,11,21,FR,France
199603,7,5904,3709,8099,10,6,14,FR,France
199602,7,6166,4027,8305,11,7,15,FR,France
199601,7,7238,4902,9574,12,8,16,FR,France
199552,7,7808,5225,10391,14,10,18,FR,France
199551,7,10505,7602,13408,18,13,23,FR,France
199550,7,9513,7014,12012,16,12,20,FR,France
199549,7,10263,7482,13044,18,13,23,FR,France
199548,7,9491,6551,12431,16,11,21,FR,France
199547,7,11221,8016,14426,19,13,25,FR,France
199546,7,5104,2852,7356,9,5,13,FR,France
199545,7,5017,2797,7237,9,5,13,FR,France
199544,7,8374,5440,11308,14,9,19,FR,France
199543,7,6365,3429,9301,11,6,16,FR,France
199542,7,5827,3427,8227,10,6,14,FR,France
199541,7,5884,3274,8494,10,5,15,FR,France
199540,7,4653,2571,6735,8,4,12,FR,France
199539,7,4334,2014,6654,8,4,12,FR,France
199538,7,3821,1909,5733,7,4,10,FR,France
199537,7,2297,884,3710,4,2,6,FR,France
199536,7,2317,870,3764,4,1,7,FR,France
199535,7,2531,1035,4027,4,1,7,FR,France
199534,7,5067,2070,8064,9,4,14,FR,France
199533,7,4709,1793,7625,8,3,13,FR,France
199532,7,8030,3945,12115,14,7,21,FR,France
199531,7,12034,7228,16840,21,13,29,FR,France
199530,7,16283,11419,21147,28,20,36,FR,France
199529,7,15520,11209,19831,27,20,34,FR,France
199528,7,21385,16186,26584,37,28,46,FR,France
199527,7,31707,25490,37924,55,44,66,FR,France
199526,7,23680,18921,28439,41,33,49,FR,France
199525,7,27941,22665,33217,48,39,57,FR,France
199524,7,24813,19263,30363,43,33,53,FR,France
199523,7,19371,14610,24132,34,26,42,FR,France
199522,7,16158,12114,20202,28,21,35,FR,France
199521,7,14986,10952,19020,26,19,33,FR,France
199520,7,12831,9059,16603,22,15,29,FR,France
199519,7,15806,11585,20027,27,20,34,FR,France
199518,7,15333,10987,19679,27,19,35,FR,France
199517,7,15551,11471,19631,27,20,34,FR,France
199516,7,15939,12349,19529,28,22,34,FR,France
199515,7,16126,12689,19563,28,22,34,FR,France
199514,7,15247,11965,18529,26,20,32,FR,France
199513,7,16864,13368,20360,29,23,35,FR,France
199512,7,15875,12429,19321,27,21,33,FR,France
199511,7,12844,9644,16044,22,16,28,FR,France
199510,7,15346,11782,18910,27,21,33,FR,France
199509,7,14754,11260,18248,26,20,32,FR,France
199508,7,14521,11077,17965,25,19,31,FR,France
199507,7,14315,10809,17821,25,19,31,FR,France
199506,7,18089,14383,21795,31,25,37,FR,France
199505,7,13414,10176,16652,23,17,29,FR,France
199504,7,15743,12316,19170,27,21,33,FR,France
199503,7,13763,10614,16912,24,19,29,FR,France
199502,7,11495,8490,14500,20,15,25,FR,France
199501,7,13733,10266,17200,24,18,30,FR,France
199452,7,12696,9453,15939,22,16,28,FR,France
199451,7,10390,7458,13322,18,13,23,FR,France
199450,7,8048,5524,10572,14,10,18,FR,France
199449,7,8212,5651,10773,14,10,18,FR,France
199448,7,6481,4250,8712,11,7,15,FR,France
199447,7,7140,4666,9614,12,8,16,FR,France
199446,7,5021,2972,7070,9,5,13,FR,France
199445,7,6759,4267,9251,12,8,16,FR,France
199444,7,9276,5996,12556,16,10,22,FR,France
199443,7,5622,3091,8153,10,6,14,FR,France
199442,7,5848,3383,8313,10,6,14,FR,France
199441,7,4921,2796,7046,9,5,13,FR,France
199440,7,5936,3694,8178,10,6,14,FR,France
199439,7,4090,2080,6100,7,4,10,FR,France
199438,7,2734,1164,4304,5,2,8,FR,France
199437,7,4364,1957,6771,8,4,12,FR,France
199436,7,1991,509,3473,3,0,6,FR,France
199435,7,3676,1494,5858,6,2,10,FR,France
199434,7,6830,3728,9932,12,7,17,FR,France
199433,7,6933,3534,10332,12,6,18,FR,France
199432,7,4851,2299,7403,8,4,12,FR,France
199431,7,7346,3935,10757,13,7,19,FR,France
199430,7,17674,12807,22541,31,23,39,FR,France
199429,7,17175,12461,21889,30,22,38,FR,France
199428,7,16743,12021,21465,29,21,37,FR,France
199427,7,22335,17343,27327,39,30,48,FR,France
199426,7,23679,18832,28526,41,33,49,FR,France
199425,7,24951,20263,29639,43,35,51,FR,France
199424,7,29139,22549,35729,51,40,62,FR,France
199423,7,13583,3641,23525,24,7,41,FR,France
199422,7,16336,4640,28032,28,8,48,FR,France
199421,7,16477,11025,21929,29,20,38,FR,France
199420,7,12872,9458,16286,22,16,28,FR,France
199419,7,13769,10440,17098,24,18,30,FR,France
199418,7,13066,9917,16215,23,18,28,FR,France
199417,7,18648,14838,22458,32,25,39,FR,France
199416,7,17629,13660,21598,31,24,38,FR,France
199415,7,23128,18550,27706,40,32,48,FR,France
199414,7,20128,15971,24285,35,28,42,FR,France
199413,7,16259,12721,19797,28,22,34,FR,France
199412,7,15215,11581,18849,26,20,32,FR,France
199411,7,16439,12812,20066,29,23,35,FR,France
199410,7,20681,16433,24929,36,29,43,FR,France
199409,7,22652,17519,27785,39,30,48,FR,France
199408,7,22067,17044,27090,38,29,47,FR,France
199407,7,15332,11563,19101,27,20,34,FR,France
199406,7,15321,11710,18932,27,21,33,FR,France
199405,7,15264,11523,19005,27,21,33,FR,France
199404,7,10871,7697,14045,19,13,25,FR,France
199403,7,10882,7808,13956,19,14,24,FR,France
199402,7,11834,8348,15320,21,15,27,FR,France
199401,7,11104,8142,14066,19,14,24,FR,France
199352,7,9874,6746,13002,17,12,22,FR,France
199351,7,9565,6818,12312,17,12,22,FR,France
199350,7,6195,4181,8209,11,7,15,FR,France
199349,7,10095,7443,12747,18,13,23,FR,France
199348,7,6413,4261,8565,11,7,15,FR,France
199347,7,7543,4934,10152,13,8,18,FR,France
199346,7,7862,5175,10549,14,9,19,FR,France
199345,7,5648,3511,7785,10,6,14,FR,France
199344,7,6964,4509,9419,12,8,16,FR,France
199343,7,5976,3632,8320,10,6,14,FR,France
199342,7,7669,4853,10485,13,8,18,FR,France
199341,7,9657,6648,12666,17,12,22,FR,France
199340,7,5725,3082,8368,10,5,15,FR,France
199339,7,5520,3207,7833,10,6,14,FR,France
199338,7,2179,888,3470,4,2,6,FR,France
199337,7,1762,557,2967,3,1,5,FR,France
199336,7,3214,1526,4902,6,3,9,FR,France
199335,7,2335,910,3760,4,2,6,FR,France
199334,7,3770,1712,5828,7,3,11,FR,France
199333,7,5925,3250,8600,10,5,15,FR,France
199332,7,12711,8079,17343,22,14,30,FR,France
199331,7,12481,7874,17088,22,14,30,FR,France
199330,7,12584,8619,16549,22,15,29,FR,France
199329,7,13179,8991,17367,23,16,30,FR,France
199328,7,15293,11335,19251,27,20,34,FR,France
199327,7,14134,9791,18477,25,17,33,FR,France
199326,7,17937,13577,22297,31,23,39,FR,France
199325,7,19581,14916,24246,34,26,42,FR,France
199324,7,18285,13450,23120,32,24,40,FR,France
199323,7,16003,11927,20079,28,21,35,FR,France
199322,7,12652,8597,16707,22,15,29,FR,France
199321,7,15218,10970,19466,27,20,34,FR,France
199320,7,11343,7655,15031,20,14,26,FR,France
199319,7,12086,8856,15316,21,15,27,FR,France
199318,7,18898,14305,23491,33,25,41,FR,France
199317,7,14969,10565,19373,26,18,34,FR,France
199316,7,15102,11226,18978,26,19,33,FR,France
199315,7,15058,11183,18933,26,19,33,FR,France
199314,7,12425,9045,15805,22,16,28,FR,France
199313,7,12266,8927,15605,21,15,27,FR,France
199312,7,10821,7884,13758,19,14,24,FR,France
199311,7,11021,8006,14036,19,14,24,FR,France
199310,7,15847,12158,19536,28,22,34,FR,France
199309,7,15084,11059,19109,26,19,33,FR,France
199308,7,16967,12936,20998,30,23,37,FR,France
199307,7,16057,12350,19764,28,22,34,FR,France
199306,7,15887,12275,19499,28,22,34,FR,France
199305,7,15954,12443,19465,28,22,34,FR,France
199304,7,12374,9426,15322,22,17,27,FR,France
199303,7,15283,11831,18735,27,21,33,FR,France
199302,7,13366,10262,16470,23,18,28,FR,France
199301,7,18678,14977,22379,33,27,39,FR,France
199253,7,17829,13827,21831,31,24,38,FR,France
199252,7,14330,10582,18078,25,18,32,FR,France
199251,7,14635,11262,18008,26,20,32,FR,France
199250,7,15252,11566,18938,27,21,33,FR,France
199249,7,14411,11187,17635,25,19,31,FR,France
199248,7,10048,7396,12700,18,13,23,FR,France
199247,7,13069,9752,16386,23,17,29,FR,France
199246,7,6900,4727,9073,12,8,16,FR,France
199245,7,10791,7794,13788,19,14,24,FR,France
199244,7,10205,7482,12928,18,13,23,FR,France
199243,7,7196,4908,9484,13,9,17,FR,France
199242,7,5748,3738,7758,10,6,14,FR,France
199241,7,3587,2045,5129,6,3,9,FR,France
199240,7,5654,3442,7866,10,6,14,FR,France
199239,7,4747,2751,6743,8,5,11,FR,France
199238,7,2842,1306,4378,5,2,8,FR,France
199237,7,4103,2203,6003,7,4,10,FR,France
199236,7,2801,1200,4402,5,2,8,FR,France
199235,7,6428,3717,9139,11,6,16,FR,France
199234,7,7517,4190,10844,13,7,19,FR,France
199233,7,9951,5955,13947,17,10,24,FR,France
199232,7,16090,11337,20843,28,20,36,FR,France
199231,7,17156,12441,21871,30,22,38,FR,France
199230,7,21780,16301,27259,38,28,48,FR,France
199229,7,18926,13397,24455,33,23,43,FR,France
199228,7,28144,20384,35904,49,35,63,FR,France
199227,7,29388,22331,36445,51,39,63,FR,France
199226,7,27933,21686,34180,49,38,60,FR,France
199225,7,26446,21153,31739,46,37,55,FR,France
199224,7,19614,14769,24459,34,26,42,FR,France
199223,7,23628,17852,29404,41,31,51,FR,France
199222,7,20438,14868,26008,36,26,46,FR,France
199221,7,22595,17395,27795,40,31,49,FR,France
199220,7,21092,15963,26221,37,28,46,FR,France
199219,7,19210,13934,24486,34,25,43,FR,France
199218,7,30273,22605,37941,53,40,66,FR,France
199217,7,19162,14251,24073,34,25,43,FR,France
199216,7,15583,11158,20008,27,19,35,FR,France
199215,7,15473,10723,20223,27,19,35,FR,France
199214,7,14455,10040,18870,25,17,33,FR,France
199213,7,17146,12105,22187,30,21,39,FR,France
199212,7,15838,10923,20753,28,19,37,FR,France
199211,7,20003,13824,26182,35,24,46,FR,France
199210,7,22906,16060,29752,40,28,52,FR,France
199209,7,21824,15687,27961,38,27,49,FR,France
199208,7,15243,10265,20221,27,18,36,FR,France
199207,7,22633,16160,29106,40,29,51,FR,France
199206,7,17009,12219,21799,30,22,38,FR,France
199205,7,15997,11590,20404,28,20,36,FR,France
199204,7,20690,15075,26305,36,26,46,FR,France
199203,7,18586,12684,24488,33,23,43,FR,France
199202,7,16588,10590,22586,29,18,40,FR,France
199201,7,23607,16552,30662,41,29,53,FR,France
199152,7,15184,10392,19976,27,19,35,FR,France
199151,7,15043,10624,19462,26,18,34,FR,France
199150,7,14115,9737,18493,25,17,33,FR,France
199149,7,13304,8548,18060,23,15,31,FR,France
199148,7,15370,10164,20576,27,18,36,FR,France
199147,7,12813,8139,17487,23,15,31,FR,France
199146,7,6453,3123,9783,11,5,17,FR,France
199145,7,8048,4083,12013,14,7,21,FR,France
199144,7,9882,5623,14141,17,10,24,FR,France
199143,7,14307,8645,19969,25,15,35,FR,France
199142,7,6419,3334,9504,11,6,16,FR,France
199141,7,6168,3113,9223,11,6,16,FR,France
199140,7,3615,1159,6071,6,2,10,FR,France
199139,7,3105,472,5738,5,0,10,FR,France
199138,7,4446,1435,7457,8,3,13,FR,France
199137,7,1457,0,3262,3,0,6,FR,France
199136,7,3053,29,6077,5,0,10,FR,France
199135,7,805,0,2556,1,0,4,FR,France
199134,7,5512,856,10168,10,2,18,FR,France
199133,7,7347,2903,11791,13,5,21,FR,France
199132,7,16099,7334,24864,28,13,43,FR,France
199131,7,16803,8145,25461,30,15,45,FR,France
199130,7,15915,6368,25462,28,11,45,FR,France
199129,7,23744,14703,32785,42,26,58,FR,France
199128,7,24222,15617,32827,43,28,58,FR,France
199127,7,20309,12868,27750,36,23,49,FR,France
199126,7,17608,11304,23912,31,20,42,FR,France
199125,7,16169,10700,21638,28,18,38,FR,France
199124,7,16171,10071,22271,28,17,39,FR,France
199123,7,11947,7671,16223,21,13,29,FR,France
199122,7,15452,9953,20951,27,17,37,FR,France
199121,7,14903,8975,20831,26,16,36,FR,France
199120,7,19053,12742,25364,34,23,45,FR,France
199119,7,16739,11246,22232,29,19,39,FR,France
199118,7,21385,13882,28888,38,25,51,FR,France
199117,7,13462,8877,18047,24,16,32,FR,France
199116,7,14857,10068,19646,26,18,34,FR,France
199115,7,13975,9781,18169,25,18,32,FR,France
199114,7,12265,7684,16846,22,14,30,FR,France
199113,7,9567,6041,13093,17,11,23,FR,France
199112,7,10864,7331,14397,19,13,25,FR,France
199111,7,15574,11184,19964,27,19,35,FR,France
199110,7,16643,11372,21914,29,20,38,FR,France
199109,7,13741,8780,18702,24,15,33,FR,France
199108,7,13289,8813,17765,23,15,31,FR,France
199107,7,12337,8077,16597,22,15,29,FR,France
199106,7,10877,7013,14741,19,12,26,FR,France
199105,7,10442,6544,14340,18,11,25,FR,France
199104,7,7913,4563,11263,14,8,20,FR,France
199103,7,15387,10484,20290,27,18,36,FR,France
199102,7,16277,11046,21508,29,20,38,FR,France
199101,7,15565,10271,20859,27,18,36,FR,France
199052,7,19375,13295,25455,34,23,45,FR,France
199051,7,19080,13807,24353,34,25,43,FR,France
199050,7,11079,6660,15498,20,12,28,FR,France
199049,7,1143,0,2610,2,0,5,FR,France
