Id_data;Id_site;Etat;biotope;Id_method;Id_ecoute;Regne;Famille;Genre;Espece;Nom_sc;Nom_co;Taxonomic_order;Count;Index
INSULAAV331;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_037
INSULAAV332;C0BA;nndegrade;M;p2;C0BAp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_038
INSULAAV333;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_039
INSULAAV334;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;3;AV_037
INSULAAV335;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_039
INSULAAV336;C0PO;nndegrade;M;p1;C0POp1;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;1;AV_040
INSULAAV337;C0PO;nndegrade;M;p1;C0POp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_040
INSULAAV338;C0PO;nndegrade;M;p2;C0POp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;2;AV_041
INSULAAV339;C0PO;nndegrade;M;p3;C0POp3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_042
INSULAAV340;C0PO;nndegrade;M;p3;C0POp3;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;1;AV_042
INSULAAV341;C0PO;nndegrade;M;p1;C0POp1;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_040
INSULAAV342;C0PO;nndegrade;M;p3;C0POp3;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;2;AV_042
INSULAAV343;C0PO;nndegrade;M;p1;C0POp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_040
INSULAAV344;C0PO;nndegrade;M;p2;C0POp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;3;AV_041
INSULAAV345;C0PO;nndegrade;M;p3;C0POp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_042
INSULAAV346;C0PO;nndegrade;M;p1;C0POp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_040
INSULAAV347;C0PO;nndegrade;M;p2;C0POp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_041
INSULAAV348;C0PO;nndegrade;M;p3;C0POp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_042
INSULAAV349;C0PO;nndegrade;M;p1;C0POp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_040
INSULAAV350;C0PO;nndegrade;M;p2;C0POp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_041
INSULAAV351;C0PO;nndegrade;M;p3;C0POp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_042
INSULAAV352;C0PO;nndegrade;M;p3;C0POp3;Animalia;Parulidae;Parkesia;noveboracensis;Parkesia noveboracensis;Paruline des ruisseaux;32673;1;AV_042
INSULAAV353;C0PO;nndegrade;M;p1;C0POp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_040
INSULAAV354;C0PO;nndegrade;M;p2;C0POp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;5;AV_041
INSULAAV355;C0PO;nndegrade;M;p3;C0POp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;3;AV_042
INSULAAV356;C0PO;nndegrade;M;p1;C0POp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_040
INSULAAV357;C0PO;nndegrade;M;p2;C0POp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_041
INSULAAV358;C0PO;nndegrade;M;p3;C0POp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;3;AV_042
INSULAAV359;C0PO;nndegrade;M;p1;C0POp1;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_040
INSULAAV360;C0PO;nndegrade;M;p2;C0POp2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_041
INSULAAV361;C0PO;nndegrade;M;p3;C0POp3;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;2;AV_042
INSULAAV362;C0PO;nndegrade;M;p2;C0POp2;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;2;AV_041
INSULAAV363;C0PO;nndegrade;M;p3;C0POp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;2;AV_042
INSULAAV364;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Columbidae;Patagioenas;leucocephala;Patagioenas leucocephala;Pigeon à  couronne blanche;1900;1;AV_043
INSULAAV365;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_043
INSULAAV366;C0BT;nndegrade;M;p2;C0BTp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_044
INSULAAV367;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Scolopacidae;Actitis;macularius;Actitis macularius;Chevalier grivelé;5970;1;AV_043
INSULAAV368;C0BT;nndegrade;M;p2;C0BTp2;Animalia;Scolopacidae;Actitis;macularius;Actitis macularius;Chevalier grivelé;5970;1;AV_044
INSULAAV369;C0BT;nndegrade;M;p2;C0BTp2;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_044
INSULAAV370;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_043
INSULAAV371;C0BT;nndegrade;M;p2;C0BTp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_044
INSULAAV372;C0BT;nndegrade;M;p3;C0BTp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_045
INSULAAV373;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_043
INSULAAV374;C0BT;nndegrade;M;p2;C0BTp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_044
INSULAAV375;C0BT;nndegrade;M;p3;C0BTp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_045
INSULAAV376;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_043
INSULAAV377;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Hirundinidae;Progne;dominicensis;Progne dominicensis;Hirondelle à  ventre blanc;23058;1;AV_043
INSULAAV378;C0BT;nndegrade;M;p1;C0BTp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_043
INSULAAV379;C0BT;nndegrade;M;p2;C0BTp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;4;AV_044
INSULAAV380;C0BT;nndegrade;M;p3;C0BTp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;4;AV_045
INSULAAV381;C0BT;nndegrade;M;p3;C0BTp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_045
INSULAAV382;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;3;AV_046
INSULAAV383;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;3;AV_047
INSULAAV384;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;2;AV_048
INSULAAV385;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;3;AV_046
INSULAAV386;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;3;AV_047
INSULAAV387;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;3;AV_048
INSULAAV388;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Fregatidae;Fregata;magnificens;Fregata magnificens;Frégate superbe;6903;1;AV_048
INSULAAV389;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_046
INSULAAV390;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_047
INSULAAV391;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_046
INSULAAV392;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_047
INSULAAV393;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_048
INSULAAV394;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;3;AV_046
INSULAAV395;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_047
INSULAAV396;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_048
INSULAAV397;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;2;AV_046
INSULAAV398;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_047
INSULAAV399;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_048
INSULAAV400;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Icteridae;Molothrus;bonariensis;Molothrus bonariensis;Vacher luisant;32541;2;AV_046
INSULAAV401;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Icteridae;Molothrus;bonariensis;Molothrus bonariensis;Vacher luisant;32541;1;AV_048
INSULAAV402;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;3;AV_047
INSULAAV403;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;3;AV_048
INSULAAV404;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;4;AV_046
INSULAAV405;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_047
INSULAAV406;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_048
INSULAAV407;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;3;AV_046
INSULAAV408;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_048
INSULAAV409;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_046
INSULAAV410;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;3;AV_047
INSULAAV411;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;3;AV_048
INSULAAV412;C0BI;nndegrade;M;p1;C0BIp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;2;AV_046
INSULAAV413;C0BI;nndegrade;M;p2;C0BIp2;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;2;AV_047
INSULAAV414;C0BI;nndegrade;M;p3;C0BIp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;2;AV_048
INSULAAV415;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;3;AV_049
INSULAAV416;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;3;AV_050
INSULAAV417;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;2;AV_051
INSULAAV418;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;2;AV_051
INSULAAV419;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;2;AV_049
INSULAAV420;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;2;AV_051
INSULAAV421;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_051
INSULAAV422;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_049
INSULAAV423;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;2;AV_051
INSULAAV424;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_049
INSULAAV425;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_050
INSULAAV426;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_051
INSULAAV427;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_050
INSULAAV428;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_050
INSULAAV429;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_051
INSULAAV430;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Hirundinidae;Hirundo;rustica;Hirundo rustica;Hirondelle rustique;23153;5;AV_049
INSULAAV431;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_050
INSULAAV432;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Turdidae;Turdus;nudigenis;Turdus nudigenis;Merle à  lunettes;27419;1;AV_051
INSULAAV433;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_049
INSULAAV434;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_051
INSULAAV435;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;3;AV_049
INSULAAV436;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_050
INSULAAV437;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_051
INSULAAV438;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_049
INSULAAV439;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_050
INSULAAV440;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_051
INSULAAV441;C0BC;nndegrade;M;p1;C0BCp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;4;AV_049
INSULAAV442;C0BC;nndegrade;M;p2;C0BCp2;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;2;AV_050
INSULAAV443;C0BC;nndegrade;M;p3;C0BCp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_051
INSULAAV444;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_052
INSULAAV445;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_053
INSULAAV446;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_054
INSULAAV447;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_053
INSULAAV448;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_054
INSULAAV449;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_052
INSULAAV450;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_052
INSULAAV451;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_053
INSULAAV452;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;4;AV_054
INSULAAV453;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_052
INSULAAV454;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;4;AV_052
INSULAAV455;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;5;AV_053
INSULAAV456;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;5;AV_054
INSULAAV457;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Parulidae;Setophaga;ruticilla;Setophaga ruticilla;Paruline flamboyante;32773;1;AV_052
INSULAAV458;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Parulidae;Setophaga;ruticilla;Setophaga ruticilla;Paruline flamboyante;32773;1;AV_053
INSULAAV459;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Parulidae;Setophaga;ruticilla;Setophaga ruticilla;Paruline flamboyante;32773;1;AV_054
INSULAAV460;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_052
INSULAAV461;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_053
INSULAAV462;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_052
INSULAAV463;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_053
INSULAAV464;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;3;AV_054
INSULAAV465;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_053
INSULAAV466;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_054
INSULAAV467;C0ME;nndegrade;M;p1;C0MEp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;2;AV_052
INSULAAV468;C0ME;nndegrade;M;p2;C0MEp2;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;4;AV_053
INSULAAV469;C0ME;nndegrade;M;p3;C0MEp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_054
INSULAAV470;C1PO;degrade;M;p1;C1POp1;Animalia;Trochilidae;Eulampis;holosericeus;Eulampis holosericeus;Colibri falle-vert;4269;1;AV_055
INSULAAV471;C1PO;degrade;M;p2;C1POp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_056
INSULAAV472;C1PO;degrade;M;p1;C1POp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;3;AV_055
INSULAAV473;C1PO;degrade;M;p3;C1POp3;Animalia;Hirundinidae;Progne;dominicensis;Progne dominicensis;Hirondelle à  ventre blanc;23058;1;AV_057
INSULAAV474;C1PO;degrade;M;p3;C1POp3;Animalia;Mimidae;Mimus;gilvus;Mimus gilvus;Moqueur des savanes;27010;1;AV_057
INSULAAV475;C1PO;degrade;M;p2;C1POp2;Animalia;Mimidae;Mimus;gilvus;Mimus gilvus;Moqueur des savanes;27010;1;AV_056
INSULAAV476;C1PO;degrade;M;p3;C1POp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_057
INSULAAV477;C1PO;degrade;M;p2;C1POp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;5;AV_056
INSULAAV478;C1PO;degrade;M;p1;C1POp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_055
INSULAAV479;C1PO;degrade;M;p3;C1POp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_057
INSULAAV480;C1PO;degrade;M;p2;C1POp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_056
INSULAAV481;C1PO;degrade;M;p1;C1POp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;3;AV_055
INSULAAV482;C1PO;degrade;M;p3;C1POp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_057
INSULAAV483;C1PO;degrade;M;p2;C1POp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_056
INSULAAV484;C1PO;degrade;M;p1;C1POp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_055
INSULAAV485;C1PO;degrade;M;p3;C1POp3;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_057
INSULAAV486;C1PO;degrade;M;p2;C1POp2;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_056
INSULAAV487;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;1;AV_058
INSULAAV488;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;1;AV_059
INSULAAV489;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;2;AV_060
INSULAAV490;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;2;AV_058
INSULAAV491;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;2;AV_059
INSULAAV492;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_060
INSULAAV493;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Trochilidae;Eulampis;holosericeus;Eulampis holosericeus;Colibri falle-vert;4269;1;AV_058
INSULAAV494;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Trochilidae;Eulampis;holosericeus;Eulampis holosericeus;Colibri falle-vert;4269;1;AV_059
INSULAAV495;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Ardeidae;Ixobrychus;exilis;Ixobrychus exilis;Petit Blongios;7073;1;AV_058
INSULAAV496;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_059
INSULAAV497;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_058
INSULAAV498;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_059
