ISO_A3,Country_Name,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,X106,X107,X108,X109,X110
KOR,"Korea, Rep.",51606633,79.7,85.7,13,72.6,529.7,5.8,1,18.5,37.7,43.1,NA,NA,58657,279,88157579,28945400,40090,1619423701169.63,NA,NA,NA,63,4.9,72.4,4.6,66376.2,2.6,17.4,63.4,11.7,81.5,72.3,1278,11.6,100,6.9,7.8,3.2,2.31,NA,4.6,98.1,91.4,1,NA,100,2.7,135,4.9,41.8,0.674,NA,4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,East Asia & Pacific,128.01105070332,36.4604512400001,1.23000488281252,1.39998779296877,2.55999145507815,7.23000488281252,3.10499725341799,51269183,10774,248,9072,210.145732183795,4.83721380931699,176.948401927918,0.11649980274399,10414.1530124303,18322.4164034558,3.44034698207387e-48,4.97399026837637e-117,0,1,12,0.050479299218482,290.406486046797,18341.7644404669,3.03775643914281e-72,2.30526661522493e-97,0,1,8,0.093060625259211,8989.28333339821,18345.2124198667,1.16910945741162e-60,1.58038410099206e-105,0,1,16,2020-01-22,99,630973,12307.0617294604,cases tested,2020-05-03,NA,NA,NA,NA,NA
KWT,Kuwait,4137309,74.7,76.5,21.5,75.9,232.2,2.7,2.1,0,46.6,51.2,NA,NA,197600,1257,6464847,3099345,84250,140645364238.411,NA,NA,NA,73.5,2,56.8,0.1,1003.8,5.1,8.4,0.4,17.5,100,37.8,0,25.8,100,12.2,17.4,7.9,NA,2.2,NA,95.7,95.4,NA,NA,100,1.1,136,37,29.3,0.604,NA,6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,Middle East & North Africa,47.4177421393198,29.3143047465001,15.9399963378906,13.7499938964844,13.5200134277344,20.6899963378906,15.975,4270563,4024,26,1539,942.26452109476,6.08819024564209,360.374030309353,0.013173477564504,476336.572172641,18500.8928253438,2.17523357874674e-13,0.13383578337956,7.59100018421295e-185,1,56,0.103922934710511,46.6847778059111,18376.6660509959,1.87399508114386e-34,3.2706748853321e-30,0,1,11,0.010332492455514,541707840.036473,18628.7634009539,0.118004036532862,0.908485809970122,2.30214695788871e-92,0,97,2020-02-24,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAO,Lao PDR,7061507,65.8,69.4,32.6,63.3,30.6,6.4,2.7,65,NA,NA,13.5,3.3,-73518,6938,1251961.8,NA,7090,17953786416.1431,NA,NA,NA,78.5,62.4,95.7,NA,86.9,NA,10.3,82.1,16.7,35,34.8,28676,0.3,100,6.4,27,47.3,NA,NA,NA,106,101.4,0.9,63.5,93.6,12.2,106,4.5,23,0.854,100.2,7. Least developed region,4. Lower middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,104.683522423417,18.2055048625,19.4900146484375,21.2799926757813,21.3900085449219,25.2900024414063,21.8625045776367,7275556,19,0,8,2.61148426319583,0,1.09957232134561,0.136090897074298,19.9649164940621,18350.5516725776,2.16480973168946e-36,4.2155747389568e-87,0,1,26,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.111472827857528,13.9187142812677,18376.3750643203,4.76713625252485e-10,6.74482894115406e-9,1.13370988560561e-300,1,13,2020-03-24,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN,Lebanon,6848925,77.1,80.8,26.1,66.9,669.5,4.4,2.1,11.4,48.6,23.9,77.7,2.5,-150060,5639,2981937,1305800,13010,56639155555.5556,NA,NA,NA,47,13.6,32,NA,1776.3,5,64.3,13.4,2.6,88.6,29.4,766,3.8,100,11.2,17.9,7.4,2.25,2.9,NA,NA,NA,NA,NA,100,45.4,114,31.3,30.5,0.73,NA,6. Developing region,3. Upper middle income,Asia,Asia,Western Asia,Middle East & North Africa,35.9069348866109,33.8691999310001,9.7499938964844,6.98000488281252,7.8799987792969,11.5800109863281,9.04750213623049,6825442,725,24,150,106.220227202868,3.51625579706047,21.9765987316279,0.088789087906081,740.211505274067,18343.9091461721,1.1296809320472e-72,1.48312676467481e-117,0,1,21,0.098801552721439,24.5060166471628,18347.8555748509,2.08795425871444e-32,4.50985987744036e-73,0,1,12,0.042092808616229,278.637271658663,18369.6767962101,1.74027232721971e-23,4.00119477249027e-19,1.39162650674448e-284,1,26,2020-02-21,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBR,Liberia,4818977,62.3,65.1,41.1,55.6,50,7.5,4.3,48.8,98.7,24.3,2.8,20.2,-25000,5525,NA,128125,1130,3264000000,NA,NA,NA,76.3,43.3,89.4,NA,25.4,0.8,28,43.1,4.1,51.2,17.3,45877,0.2,100,2.4,17.6,70.9,NA,NA,NA,85.1,60.6,NA,5.9,21.5,NA,113,8.6,17.8,0.465,NA,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,-9.68519563585971,6.45567942350008,28.0700012207031,27.7300048828125,28.9200073242188,29.0400024414063,28.4400039672852,5057677,141,16,45,27.8784113734428,3.16350767358216,8.89736533194983,0.0810663052586,200.328510953123,18368.7671744675,6.13048425323127e-36,1.87834539094456e-41,0,1,22,0.031049252831811,88.2760422783658,18399.9333813616,6.64984652365808e-5,0.095086889015024,2.56261333013512e-205,1,15,0.014693642178046,592450.702937846,18534.5138831819,0.226245550036551,0.905803443615057,1.72199644808631e-99,0,95,2020-03-16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBY,Libya,6678567,69.9,75.8,28.3,67.3,3.8,5.1,2.2,19.9,39.8,49.9,NA,0.6,-9997,13874,927153.9,97700,21340,48364208571.4286,NA,NA,NA,49.7,18.9,52,NA,161.9,NA,8.7,0.1,0.2,80.1,NA,110,9,100,10.2,20.1,12,2.16,3.7,NA,NA,NA,NA,NA,70.1,NA,101,31.8,28.9,0.708,NA,6. Developing region,3. Upper middle income,Africa,Africa,Northern Africa,Middle East & North Africa,17.2316144202501,26.342579244,14.4699951171875,12.0100036621094,14.0400024414063,19.1799865722656,14.9249969482422,6871287,61,3,18,8.87752178012649,0.436599431809499,2.619596590857,0.085648212293475,79.1260041019823,18362.4756008348,6.80818099177344e-25,1.49939479241055e-39,0,1,16,0.025591289422474,12.0239858615388,18401.4852264334,0.020052879146633,0.321532782667477,3.70309064458592e-174,1,17,0.121055992183873,20.6005624614822,18363.8255322006,1.5123635336468e-18,3.9130592664972e-39,0,1,18,2020-03-24,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCA,St. Lucia,181889,74.7,77.4,18.5,71.7,298.2,7.2,1.4,81.3,NA,NA,4.6,0.5,0,1027,NA,29706,12990,1921848222.22222,NA,NA,NA,67.1,17.3,79.4,NA,3.8,NA,17.4,33.2,18.7,18.7,38,1683,2.3,100,11.6,18.8,16.6,NA,1.3,5.7,102,92.1,1,90.8,98.8,81.3,94,19.8,34.8,0.917,NA,6. Developing region,3. Upper middle income,North America,Americas,Caribbean,Latin America & Caribbean,-60.9777007917508,13.9131533875001,27.7199951171875,27.0700012207031,26.8799987792969,26.7400146484375,27.1025024414063,183629,17,0,15,92.5779697106666,0,81.6864438623529,0.269816563055428,15.2818212261388,18348.3456615087,3.34844353862925e-20,1.32249722949455e-88,0,1,42,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.331494584670768,14.9069638991358,18364.7622682075,4.63146938336525e-21,1.22388971957938e-76,0,1,34,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,37910,81.6,86,NA,NA,236.9,7.2,1.4,85.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,32.2,43.1,11.9,14.3,NA,NA,1.2,NA,9.4,NA,NA,NA,NA,NA,104.7,90.4,0.9,NA,100,NA,139,NA,43.2,0.869,98,2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Western Europe,Europe & Central Asia,9.53510285407439,47.1573552455,0.730004882812523,-0.130010986328102,1.86000976562502,2.3900085449219,1.21250305175784,38137,82,1,55,2150.14290583947,26.2212549492619,1442.1690222094,0.16553199715248,81.1268775464645,18341.2361079318,4.50223099106023e-50,2.29009404168068e-118,0,1,16,35.6219030936706,1,18355.0990138361,9.4776685198035e-61,0,0,1,45,36.6674468999198,55,18357.0974853914,2.47800437122247e-88,0,0,1,67,2020-03-04,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA,Sri Lanka,21670000,73.4,80.1,24.2,65.3,345.6,6.7,2.2,81.5,28.9,21.7,21.8,-0.3,-489932,113963,5882376,7000000,13110,88900770857.6351,NA,NA,NA,53.9,24.5,47.5,NA,1347.5,1.9,43.7,32.9,29.9,18.5,16.2,2541,0.9,46,10.7,17.4,7.4,1.06,NA,3.4,100.6,102.3,1,96,97.5,27.7,115,5.4,32.8,0.909,NA,6. Developing region,4. Lower middle income,Asia,Asia,Southern Asia,South Asia,80.6673312903979,7.87889232000009,25.3300109863281,25.8200012207031,26.2400146484375,27.2700134277344,26.1650100708008,21413250,663,7,154,30.962137928619,0.326900400452991,7.19180880996579,0.004749902172489,96749497.1090289,18904.2090298688,0.207407276084804,0.921568862814669,2.03493442548644e-53,0,97,0.276590146116574,7.10094588168496,18352.3961547117,2.48827906590716e-49,1.80582833514457e-123,0,1,8,0.044699062100454,306.255378923095,18375.7331948446,2.69915002628098e-32,7.94442441720613e-23,1.6395746601721e-295,1,30,2020-01-27,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTU,Lithuania,2801543,71.9,80.9,14.9,65.4,44.5,14.1,1.6,32.3,71.2,73.6,NA,NA,-163902,70,26031,750000,34320,53429066429.1251,NA,3.8,37.3,61.6,6.9,83.5,0.9,2267.3,2,47.2,34.8,17,67.7,NA,5272,4.4,96,3.8,20.7,4,4.34,7.3,4,103.9,102,1,85.1,100,3.2,138,28.4,43.7,0.521,NA,2. Developed region: nonG7,3. Upper middle income,Europe,Europe,Northern Europe,Europe & Central Asia,24.1468728692986,55.1727316285001,3.0100036621094,2.95000610351565,2.95998535156252,4.08001098632815,3.25000152587893,2722291,1385,45,589,508.76265615983,16.530194604471,216.361880489632,0.088846396110481,1542.11193505539,18352.6567411423,6.54626442364662e-60,4.06467382245615e-94,0,1,25,0.071626120640978,58.4066644233786,18362.3067882157,3.48725942011671e-43,1.26799211266223e-55,0,1,10,0.095081103101409,923.944196649576,18373.7480793328,5.01789697535301e-38,4.32653099407109e-38,0,1,14,2020-02-28,62,141678,52043.6646927165,samples tested,2020-05-03,NA,NA,NA,NA,NA
LUX,Luxembourg,607950,79.9,84.4,15.9,69.9,250.1,7.1,1.4,9,182.5,217.6,NA,NA,48704,3,2099102,NA,72200,70885325883.0941,NA,0.7,34.9,59.3,1,86.2,1.3,869.1,0.6,53.7,35.7,40.9,91,NA,1798,17.4,69,5,10,2.4,2.92,5.1,NA,102.3,80.3,1,98.7,100,4,134,24.2,39.3,0.485,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,Europe & Central Asia,6.06510999677758,49.8070384730001,3.67998657226565,3.02999267578127,4.89998779296877,5.58001098632815,4.29749450683596,625976,3784,90,3213,6044.96019016704,143.775480210104,5132.78464350071,0.118951093358457,3777.64736235398,18346.8678364465,2.31459992684187e-94,5.60420895094565e-148,0,1,19,0.081289632050583,103.015387339094,18356.4700664592,3.79976892264717e-54,1.51095645514009e-79,0,1,8,0.010005595073911,285908755.17936,18623.796936451,0.561969262680718,0.961809037810559,3.78886607913648e-52,0,97,2020-02-29,61,47460,75817.6032307948,people tested,2020-05-02,NA,NA,NA,NA,NA
LVA,Latvia,1927174,69.8,79.8,16,64,31,15,1.7,31.9,62,62.1,NA,NA,-74186,156,4058762,472532,29780,34409229177.9105,NA,3.4,35.6,61.4,6.8,81.5,0.5,1417.7,2,31.1,54,18.2,68.1,NA,8496,3.5,89,5,21.9,3.9,3.19,5.8,4.7,99.4,99.3,1,83.4,100,5,130,25.7,43.6,0.804,56.6,2. Developed region: nonG7,3. Upper middle income,Europe,Europe,Northern Europe,Europe & Central Asia,24.3832878901418,56.8680286665001,2.54000244140627,3.05999145507815,2.61000976562502,3.89998779296877,3.02749786376955,1886202,858,15,348,454.882350882885,7.9524886517987,184.49773672173,0.083856251199438,876.864098151482,18349.5875789922,2.77614607265386e-69,1.82649889690776e-105,0,1,26,0.047903063136069,46.7625031555681,18384.1654207458,1.54155346307112e-8,7.53612973195e-4,1.71321421765045e-247,1,11,0.086440604207422,801.568239448692,18379.642373209,5.7109168206789104e-09,2.04938340175391e-5,3.15088028879392e-279,1,22,2020-03-02,59,64245,34060.5088956538,tests performed,2020-05-03,NA,NA,NA,NA,NA
MAF,St. Martin (French part),37264,76.7,83.2,NA,NA,NA,4.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,32.5,0.719,NA,6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,Latin America & Caribbean,-63.0586998710907,18.0767276065,27.6299987792969,26.85,27.110009765625,26.5700012207031,27.0400024414063,38659,38,3,24,982.953516645542,77.6015934193849,620.812747355079,0.113474413929736,39.9321944288859,18349.6211850032,9.85136956727844e-35,2.79368016565156e-79,0,1,28,0.174700376559109,2.52524396192644,18352.8557282623,4.54164842702583e-12,2.0248872694861e-55,0,1,19,0.080497623689625,32.6925868003428,18365.1129541205,9.34002359264307e-25,3.39808640585228e-34,0,1,33,2020-03-09,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,Morocco,36029138,75.2,77.7,27.2,65.8,80.7,5.1,2.4,37.5,46.8,37.2,9.8,0.7,-257096,3888,8132917,4763500,8430,117921394402.361,NA,NA,NA,45.3,34.7,30.6,NA,5056.8,3.1,68.5,12.6,30.8,62.5,NA,848,1.8,100,7,12.4,22.4,NA,0.9,NA,112.4,92.9,0.9,79,100,22.1,150,25.6,29.3,0.427,NA,6. Developing region,4. Lower middle income,Africa,Africa,Northern Africa,Middle East & North Africa,-9.90629658184228,28.67975495,15.1,13.3900085449219,17.0800109863281,15.339990234375,15.2275024414063,36910558,4423,170,984,119.830212266095,4.60572825802308,26.6590388582042,0.042925916019935,10415.7332412659,18377.2504382282,9.20860479117949e-44,4.03701829189468e-31,1.69366764212426e-306,1,33,0.106086915603719,177.475873052241,18356.2753841366,2.95304061280042e-67,1.11847331007137e-103,0,1,8,0.009311781511606,23707452.5851924,18630.6181265517,0.003146859096963,0.783843929945092,7.02639973706501e-118,0,97,2020-03-02,59,37006,1002.58576421413,people tested,2020-05-01,NA,NA,NA,NA,NA
MCO,Monaco,38682,NA,NA,NA,NA,NA,6.6,NA,0,NA,NA,NA,NA,NA,3,316,NA,NA,7184844192.63456,NA,NA,NA,NA,NA,NA,NA,45.1,NA,NA,NA,33.2,100,NA,NA,NA,NA,2.9,NA,3.2,NA,NA,1.4,NA,NA,NA,NA,100,NA,NA,NA,53.1,0.885,NA,2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Western Europe,Europe & Central Asia,7.40292928865674,43.7416065444174,10.7199951171875,9.2700134277344,10.610009765625,10.0100036621094,10.1525054931641,39244,95,4,64,2420.7522168994,101.926409132606,1630.8225461217,0.124689953520718,98.9403605798873,18347.4969532211,2.68351565453286e-58,6.71114708241124e-112,0,1,23,0.051178115001263,8.23549240567187,18372.5440171153,8.88843084614246e-7,3.39410825410271e-5,2.51039306305266e-253,1,13,0.037038800327972,544.976953686871,18402.9942028855,8.3480289115168e-9,0.033232425766095,7.31412757783788e-227,1,34,2020-02-29,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA,Moldova,2706049,67.5,76.1,15.9,72.7,123.5,11.6,1.3,57.4,54.5,31.1,10.7,1.9,-6935,2401,1135999,NA,7620,11443671435.9024,NA,16.3,25.9,43.1,35.9,88.1,0.3,210.4,0.3,74.2,12.6,4.2,42.6,11.6,456,1.4,100,5.7,24.9,15.8,NA,5.8,5.6,91.3,89.9,1,68.9,100,14.5,106,20.1,36.7,NA,NA,6. Developing region,4. Lower middle income,Europe,Europe,Eastern Europe,Europe & Central Asia,28.8230104227757,46.9730124925001,3.3699890136719,1.39998779296877,4.74001464843752,7.99001464843752,4.37500152587893,4033963,3897,116,1182,966.047531918364,28.7558413401412,293.01210744868,0.05683292169134,6225.94760933939,18369.3364895884,7.79313849359895e-61,5.16388812792548e-59,0,1,22,0.055523434389336,229.067723374581,18375.4426583943,1.00586472055513e-41,9.90737709656464e-33,9.120906e-318,1,8,0.08078552434658,2463.98686245524,18378.3938876751,2.46806957409017e-36,9.46648845773629e-27,0,1,17,2020-03-08,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG,Madagascar,26262368,65.1,68.3,40.7,56.3,45.1,6.1,4.1,62.8,34.4,30.9,3.2,5.1,-7500,298,541290,173706,1840,13853432868.227,NA,NA,NA,86.1,64.2,93.7,0,127.4,0.6,71.2,21.4,5.6,37.2,NA,14286,0.1,100,4.5,22.9,53.6,NA,NA,3.2,NA,NA,NA,6.3,24.1,20.2,89,4.5,19.7,0.527,NA,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,46.728566758427,-18.7690162089999,19.3200012207031,18.6299987792969,18.7900024414063,17.1899963378906,18.4824996948242,27691019,128,0,92,4.62243733247953,0,3.32237683271966,0.120834558192873,130.673893371737,18351.7501704247,3.5009036237926e-73,2.78990675216727e-121,0,1,28,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.056119417700329,245.002056098004,18381.7414109385,3.79337285531944e-27,6.22301282037806e-15,9.45792493078188e-294,1,19,2020-03-20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDV,Maldives,515696,77.2,80.5,20.1,76.1,1719,2.8,1.9,60.2,74.1,70.1,4.8,2.4,56851,73,1147247,88898,14110,5327457149.72581,NA,NA,NA,69.8,8.5,49.4,NA,7.4,NA,26.3,3.3,1.2,39.8,26,69,3.1,0,9.2,13.4,8.6,1.04,NA,4.1,97.1,97.4,NA,99.4,99.8,82.7,117,7.9,28.2,0.796,NA,6. Developing region,3. Upper middle income,Seven seas (open ocean),Asia,Southern Asia,South Asia,73.5338635175502,4.19947474404198,31.7600036621094,31.5700012207031,31.8799987792969,31.6400085449219,31.7125030517578,540542,468,1,17,865.797662346312,1.84999500501349,31.4499150852293,0.01531509022995,36436526.7052415,18540.9810233721,0.314758241149985,0.934548385163829,2.73174797722761e-91,0,98,36.8504413177427,1,18380.0972992022,4.26285986395871e-92,0,0,1,64,0.260250644765744,15.441993629676,18345.9840996207,1.08872979293138e-20,2.95075219592413e-90,0,1,37,2020-03-08,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEX,Mexico,126190788,72.1,77.8,26.6,66.2,64.9,6,2.1,19.8,39.5,37.7,14.6,0,-300000,12870,64569640,6980300,19340,1220699479845.98,41.9,NA,NA,60.7,12.6,56.3,NA,16345.6,0.5,54.6,33.9,14.5,80.2,NA,3398,4,100,13.5,15.7,12.7,2.25,1.6,4.9,105.8,104.1,1,82.4,100,5,132,28.4,28.3,NA,NA,4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,Latin America & Caribbean,-102.258149518645,23.6292664240001,11.610009765625,11.3099914550781,13.0800109863281,18.0299926757813,13.5075012207031,128932753,19224,1859,11423,149.100981346454,14.4183689306626,88.5965725093918,0.019453475162876,630721.622353464,18446.2509049216,4.6419797283266e-40,1.08817173225199e-6,3.69801749516234e-246,1,33,0.038487008676255,11519.9690894646,18397.682709302,1.04440269578432e-38,3.40586880424472e-13,8.08577427244982e-283,1,12,0.012493489520753,796098464.864248,18574.3125697461,0.372004572162082,0.940199106986887,2.2922661680328e-78,0,98,2020-02-28,62,79255,614.700284884168,cases tested,2020-05-01,NA,NA,NA,NA,NA
MKD,North Macedonia,2082958,73.7,77.7,16.5,69.8,82.6,10.1,1.5,42,69.2,55.4,13.7,1.4,-4999,1731,NA,NA,15670,12672131053.1578,21.9,18.2,34.2,55.1,15.4,63.8,0.4,493.1,1,50.2,39.6,9.7,58,12.8,2599,3.6,100,9.3,20.3,9.9,NA,4.4,NA,97.1,91.1,1,97.9,100,5.1,120,23.9,37.9,0.767,214,6. Developing region,3. Upper middle income,Europe,Europe,Southern Europe,Europe & Central Asia,21.7310211391022,41.6051489260001,3.2700134277344,0.629998779296898,4.6199890136719,7.1199890136719,3.90999755859377,2083380,1465,77,738,703.18424867283,36.9591721145446,354.232065201739,0.061172479935045,2005.05753052522,18361.6361286556,4.78313756205676e-57,9.74031559506017e-67,0,1,32,0.074829475519074,89.3556224926141,18362.8247824941,2.62601835384906e-40,5.15398663204515e-53,0,1,9,0.021502747785664,154402.902988211,18459.9354629309,4.41970358641996e-8,0.338081248286416,7.15826757777658e-189,1,46,2020-02-26,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLI,Mali,19077690,58.1,59.6,47.5,49.9,15.6,9.7,5.9,57.6,35.8,22.2,4.4,8.9,-200000,158275,NA,NA,2260,17163432832.0957,NA,NA,NA,70.8,62.6,76,0.3,90.4,2.9,33.8,3.8,8.2,42.4,NA,3543,0.1,100,2.4,24.6,97.8,0.14,NA,3.1,80.2,49.6,0.9,29.4,43.1,6.1,141,7.1,15.8,0.711,NA,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,-0.754059977365043,17.6056706750001,23.339990234375,22.1499877929688,24.360009765625,29.6199890136719,24.8674942016602,20250834,490,26,135,24.1965343254505,1.28389773971778,6.6663921100731,0.035594512845827,2661.92270148907,18396.5536957946,2.10121765074262e-36,3.9591213600544e-13,5.02740028336995e-278,1,29,0.050016847326213,54.155457744141,18375.8995770337,1.5587049732236e-20,6.43206874862798e-14,1.47750321511832e-283,1,11,0.036347561720484,1090.00747796312,18401.7733930798,2.96240579167077e-12,0.005213973803011,7.58416002486507e-237,1,21,2020-03-25,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLT,Malta,484630,80.2,84.6,14.3,65.4,1511,7.6,1.3,5.4,128.5,149.8,NA,NA,4501,4,2576898,3314500,39230,14553422928.8831,NA,0.3,29.2,56.5,1,68.7,0.5,422,0.5,32.4,1.1,30.3,94.6,12.2,116,5.4,100,8.3,10.8,7,NA,4.8,NA,105,101.9,1,100,100,8.8,135,31,41.8,NA,NA,2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Southern Europe,Middle East & North Africa,14.4381413095001,35.8950056010001,17.3200012207031,14.4099975585938,15.9699951171875,15.610009765625,15.8275009155274,441539,465,4,351,1053.13460419125,9.05922240164515,794.946765744362,0.072853177617579,541.443215279147,18352.4976763013,3.11343543614177e-42,9.45430052968058e-68,0,1,26,0.577843057173268,3.37737633571128,18360.4116265911,2.83067902489049e-12,1.94298782937007e-81,0,1,21,0.076246057706929,830.119855226069,18379.7410411702,1.48480156523435e-35,7.27018240055464e-24,1.352e-320,1,18,2020-03-07,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
MMR,Myanmar,53708395,63.8,69.9,26.4,67.8,82.2,8.2,2.2,69.4,28,20,4.6,2.4,-816564,1145154,3407788.4,1288000,6500,71214803377.8284,NA,60.8,30.7,61.7,48.9,61.4,0,230.7,2.9,19.5,43.6,6.4,30.6,21.9,19185,0.4,100,3.9,24.2,46.2,0.62,NA,NA,112.2,NA,1,59.3,69.8,10.6,118,5.7,28.2,0.735,NA,7. Least developed region,5. Low income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,95.9082777255587,19.2618357340001,22.839990234375,22.8799987792969,24.2900024414063,28.3699890136719,24.5949951171875,54409794,151,6,27,2.77523564966998,0.110274264225297,0.496234189013838,0.097122473508022,203.83164975411,18366.9697438113,8.92599017071634e-25,5.14335027700464e-36,0,1,41,0.145392663936918,5.66442588945378,18359.2101141488,3.62540568745374e-25,4.42392842472876e-63,0,1,11,0.010563691117437,47191170.7392165,18634.5387435125,0.400075692697061,0.956023269817418,1.81489959422083e-66,0,97,2020-03-27,34,8281,152.196863674948,samples tested,2020-05-01,NA,NA,NA,NA,NA
MNE,Montenegro,622227,74.3,79.2,18.2,66.8,46.3,10.7,1.7,33.2,64.5,41.1,52.1,2.8,-2400,716,565522,NA,20930,5504166666.66667,NA,NA,NA,54.4,7.9,74,NA,249.5,1.5,19,61.5,6.4,66.8,48,NA,3.6,100,9,20.6,2.5,NA,NA,NA,98.1,90.3,1,93.9,100,52.2,141,24.9,40.7,0.816,NA,6. Developing region,3. Upper middle income,Europe,Europe,Southern Europe,Europe & Central Asia,19.2894488845079,42.7014100745001,4.42998657226565,1.55999145507815,3.6400085449219,4.61000976562502,3.55999908447268,628062,322,7,214,512.688237785442,11.1453964735966,340.730692192809,0.128794875036893,333.295775338177,18351.5654409997,6.78058288506159e-60,3.99599013130533e-110,0,1,27,0.033818999985223,20.2643354658503,18382.2741097198,4.39180333749532e-11,2.35382260244526e-5,4.90742725077274e-242,1,10,0.087153188767644,428.352975658577,18377.5388657418,2.59405871230472e-18,2.15787176301231e-13,8.78414105060333e-305,1,14,2020-03-17,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNG,Mongolia,3170208,65.6,74,30.4,65.5,2,6.3,2.9,31.6,57.4,59.8,56.4,2.8,-4262,2254,670360,NA,12500,13066749138.3261,28.4,NA,NA,59.7,27.4,80.3,0.1,140.9,0.8,71.5,8,17.7,68.4,NA,11836,7.1,97,4.7,30.2,16.3,2.89,NA,5.2,102.9,91.5,NA,41.5,85.9,6.8,113,19.6,28.3,NA,NA,6. Developing region,4. Lower middle income,Asia,Asia,Eastern Asia,East Asia & Pacific,105.408425665267,46.8586913050001,-14.8400024414062,-15.4,-11.1000122070312,-4.6099914550781,-11.4875015258789,3278292,38,0,10,11.5914018641414,0,3.05036891161617,0.031065404739477,92.2408472100431,18374.838408235,3.60305445120352e-10,4.31487115628007e-6,1.01634564365494e-239,1,24,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.052327855194499,18.5370092410229,18371.2156294889,1.1554938797443e-15,5.583785550697e-13,6.80542765694863e-281,1,23,2020-03-10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
